route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
TEAL,T1 UI MTWR,[@7.0.41893871@][3][1243541396687]/78__T1_UI_MTWR,Orchard Downs,0,T1 UI MTWR,12E TEAL 13
TEAL EVENING,T1 UI F,[@7.0.41903462@][4][1243545628328]/2__T1_UI_F,Illinois Terminal,1,T1 UI F,TEAL EVENING 12
YELLOW,Y3 MF,[@6.0.14329702@][1][1622065221929]/35__Y3_MF,Champaign Walmart,0,Y3 MF,[@6.0.14329702@]3
ILLINI EVENING,I4-3 UIF,[@7.0.41950648@][1244056065453]/86__I4-3_UIF,Lincoln & Killarney,0,I4-3 UIF,220N ILLINI 10
ILLINI,I8 UIMF,[@7.0.41200832@][2][1238430887312]/149__I8_UIMF,PAR,1,I8 UIMF,22S ILLINI 20
TEAL LATE NIGHT,T1 UI MTWR,[@7.0.41905826@][4][1246487009734]/11__T1_UI_MTWR,Illinois Terminal,1,T1 UI MTWR,120W TEAL LATE 12
SILVER LIMITED SUNDAY,SV1 NONUISU,[@124.0.92241454@][1484326515007]/66__SV1_NONUISU,Transit Plaza,1,SV1 NONUISU,[@124.0.92241454@]7
ORANGE ALT,6E 7W SHOW WED,[@15.0.69155236@][3][1368634327999]/2__6E_7W_SHOW_WED,Edgewood,0,6E 7W SHOW WED,[@15.0.69155236@]539
ILLINI LIMITED SUNDAY,I2 NONUISU,[@6.0.14330187@][1][1622252763821]/21__I2_NONUISU,Lincoln & Killarney,0,I2 NONUISU,[@6.0.14330187@]6
GREEN ALT,5W-7W SHOW WED,[@2.0.84887452@][1455575490653]/85__5W-7W_SHOW_WED,Fairlawn & Vine,1,5W-7W SHOW WED,[@2.0.84887452@]GREEN 1
NAVY,N2 MF,[@124.0.103534744@][31][1510337336593]/6__N2_MF,Illinois Terminal,0,N2 MF,[@124.0.103534744@]NAVY 1
GOLDHOPPER,G4 MF,[@7.0.41987615@][3][1246632955750]/36__G4_MF,Lincoln Square,0,G4 MF,GOLDHOPPER 2
TEAL SUNDAY,T1 NONUISU,[@124.0.92229742@][1484323714302]/89__T1_NONUISU,Illinois Terminal,1,T1 NONUISU,[@124.0.92229742@]TEAL WEEKEND 16
ILLINI,I4 UIMF,[@7.0.41200832@][2][1238430887312]/175__I4_UIMF,PAR,1,I4 UIMF,22S ILLINI 20
RUBY SUNDAY,RUB1 SU,[@124.0.92234822@][1484324980985]/10__RUB1_SU,Airport & Cunningham,0,RUB1 SU,[@124.0.92234822@]1
SILVER LIMITED EVENING,SV2 NON UI,[@15.0.67924657@][2][1363728725942]/87__SV2_NON_UI,Transit Plaza,1,SV2 NON UI,[@15.0.67924657@]7
YELLOW SATURDAY,Y5SA,[@15.0.63192124@][2][1338469240094]/8__Y5SA,Savoy Walmart,1,Y5SA,[@14.0.57766396@]100S
ILLINI LIMITED SUNDAY,I1 NONUISU,[@6.0.14330187@][1][1622252763821]/12__I1_NONUISU,Lincoln & Killarney,0,I1 NONUISU,[@6.0.14330187@]6
GREY SATURDAY,GN3 NONUISA,[@15.0.73008535@][31][1401898652823]/1__GN3_NONUISA,Lincoln Square - Urbana Walmart,0,GN3 NONUISA,[@15.0.69172548@]1
TEAL,T1 UI F,[@7.0.41893871@][3][1243541396687]/87__T1_UI_F,Orchard Downs,0,T1 UI F,12E TEAL 13
LAVENDER,L2 NO SCH MF,[@15.0.63192662@][1][1334087217549]/1__L2_NO_SCH_MF,Research Park - Champaign Walmart,0,L2 NO SCH MF,3N
TEAL,T1 UI F,[@7.0.41893871@][3][1243541396687]/78__T1_UI_F,Orchard Downs,0,T1 UI F,12E TEAL 13
ORANGE,O3 MF,[@2.0.86175868@][1458585713139]/37__O3_MF,Illinois Terminal,1,O3 MF,[@2.0.86175868@]53
TEAL,T1 NON UI MF,[@7.0.41893871@][3][1243541396687]/79__T1_NON_UI_MF,Orchard Downs,0,T1 NON UI MF,12E TEAL 13
TEAL EVENING,T2-4 UI MF,[@7.0.41903462@][4][1243545628328]/11__T2-4_UI_MF,Illinois Terminal,1,T2-4 UI MF,TEAL EVENING 12
SILVER LATE NIGHT,SV4 UIMTH SCH,[@12.0.42230752@][3][1246897479875]/0__SV4_UIMTH_SCH,Lincoln Square,0,SV4 UIMTH SCH,130N SILVER LATE 1
ILLINI,I4 UIMF,[@7.0.41200832@][2][1238430887312]/191__I4_UIMF,PAR,1,I4 UIMF,22S ILLINI 20
PINK,P2 MF,[@2.0.81838518@][12][1430161313741]/30__P2_MF,Round Barn Road,1,P2 MF,[@2.0.81838518@]103
TEAL,T3 UI MF,[@7.0.41893871@][3][1243541488843]/111__T3_UI_MF,PAR,0,T3 UI MF,TEAL 34
SILVER,SV4 NON UI SCH,[@12.0.42199629@][3][1246896590515]/39__SV4_NON_UI_SCH,Lincoln Square,0,SV4 NON UI SCH,SILVER 2
SILVER EVENING SATURDAY,SV2 UISA,[@124.0.92284627@][1484347218447]/162__SV2_UISA,Lincoln Square,0,SV2 UISA,[@124.0.92284627@]130N SILVER EVENING 1
SILVER,SV4 NON UI NOSCH,[@2.0.80548064@][2][1430401526568]/0__SV4_NON_UI_NOSCH,PAR,1,SV4 NON UI NOSCH,SILVER 42
TEAL,T3 UI MF,[@7.0.41893871@][3][1243541488843]/131__T3_UI_MF,PAR,0,T3 UI MF,12E TEAL 13
PINK,P2 MF,[@2.0.81838518@][12][1430161662663]/34__P2_MF,Round Barn Road,1,P2 MF,[@2.0.81838518@]104
ILLINI LIMITED SATURDAY,I2  NONUISA,[@6.0.14330204@][2][1622384445965]/39__I2__NONUISA,Transit Plaza,1,I2  NONUISA,ILLINI LIMITED WEEKEND 845
BRONZE,BZ1 NOSCHMF,[@15.0.63192037@][4][1337952881024]/9__BZ1_NOSCHMF,Yankee Ridge - Transit Plaza,1,BZ1 NOSCHMF,[@15.0.63192037@]4
ILLINI EVENING SATURDAY,I1  UISA,[@124.0.92260187@][1484328831455]/85__I1__UISA,PAR,1,I1  UISA,[@124.0.92260187@]220S ILLINI 20
LIME SUNDAY,LM1 SU,[@124.0.94415718@][11][1496266203663]/1__LM1_SU,Kirby & Duncan,0,LM1 SU,[@15.0.74000704@]51
SILVER EVENING SATURDAY,SV2 UISA,[@124.0.92284627@][1484347218447]/25__SV2_UISA,Vet-Med,1,SV2 UISA,[@124.0.92284627@]130S SILVER EVENING 3
GREEN LATE NIGHT,GR3 UIMF,[@7.0.38112640@][4][1219153573468]/9__GR3_UIMF,Illinois Terminal,1,GR3 UIMF,50WLTNT->
YELLOW LATE NIGHT SUNDAY,Y5 UISU,[@124.0.92330667@][1484578259855]/16__Y5_UISU,Champaign Walmart,0,Y5 UISU,[@124.0.92330667@]100NLTNT->
TEAL SUNDAY,T2 NONUISU,[@124.0.92229742@][1484323714302]/93__T2_NONUISU,Illinois Terminal,1,T2 NONUISU,[@124.0.92229742@]TEAL WEEKEND 16
TEAL SATURDAY,T2 NONUISA,[@12.0.44194660@][1250946648828]/14__T2_NONUISA,Illinois Terminal,1,T2 NONUISA,TEAL WEEKEND 16
GREENHOPPER,GNX5 MF,[@15.0.68511981@][3][1370020013188]/1__GNX5_MF,Lincoln Square,0,GNX5 MF,[@15.0.68511981@]95
ILLINI EVENING,I5 UIF 1,[@7.0.41950648@][1244056065453]/74__I5_UIF_1,Lincoln & Killarney,0,I5 UIF 1,220N ILLINI 10
GREEN EVENING,L2 SCH MF,[@7.0.41201218@][3][1243953666265]/1__L2_SCH_MF,Orchard Downs,0,L2 SCH MF,GREEN EVENING 52
ILLINI LIMITED SATURDAY,I1 NONIUSA,[@6.0.14330204@][2][1622384445965]/46__I1_NONIUSA,Transit Plaza,1,I1 NONIUSA,ILLINI LIMITED WEEKEND 845
ILLINI LIMITED SATURDAY,I2   UISA,[@6.0.14330204@][2][1622384445965]/65__I2___UISA,Transit Plaza,1,I2   UISA,ILLINI LIMITED WEEKEND 845
YELLOW EVENING,Y1 MF,[@15.0.63189138@][1][1338405415370]/9__Y1_MF,Illinois Terminal,0,Y1 MF,100N->IT
SILVER EVENING SUNDAY,SV1 UISU,[@124.0.92286725@][1484347296458]/107__SV1_UISU,Lincoln Square,0,SV1 UISU,[@124.0.92286725@]130N SILVER EVENING 2
SILVER LATE NIGHT,SV4 UIF SCH,[@12.0.42230752@][3][1246897512562]/6__SV4_UIF_SCH,Lincoln Square,0,SV4 UIF SCH,130N SILVERLATE 2
LAVENDER SATURDAY,L2SA,[@15.0.63188981@][1][1334071381711]/6__L2SA,Champaign Walmart,0,L2SA,30NIT->BB
TEAL,T1 NON UI MF,[@14.0.51708725@][4][1284043976593]/0__T1_NON_UI_MF,Illinois Terminal,1,T1 NON UI MF,TEAL 25
SILVER,SV4 NON UI NOSCH,[@12.0.42199629@][3][1246896590515]/55__SV4_NON_UI_NOSCH,Lincoln Square,0,SV4 NON UI NOSCH,SILVER 2
TEAL SATURDAY,T2 NONUISA,[@12.0.44194660@][1250946648828]/162__T2_NONUISA,Orchard Downs,0,T2 NONUISA,12E TEAL WEEKEND 13
PINK,P2 MF,[@2.0.81838518@][12][1430161313741]/31__P2_MF,Round Barn Road,1,P2 MF,[@2.0.81838518@]103
GREEN SUNDAY,GR3 UISU,[@124.0.92334988@][1484579202830]/93__GR3_UISU,Round Barn Road,1,GR3 UISU,[@124.0.92334988@]219
GREEN EXPRESS,GNX1 NOSCHMF,[@15.0.70780071@][31][1395669107145]/0__GNX1_NOSCHMF,Fourth & Gregory,0,GNX1 NOSCHMF,GREEN EX 1
PINK,P2 MF SCH,[@2.0.81838518@][12][1430161313741]/28__P2_MF_SCH,Round Barn Road,1,P2 MF SCH,[@2.0.81838518@]103
SILVER,SV4 NON UI NOSCH,[@12.0.42199629@][4][1248355869859]/1__SV4_NON_UI_NOSCH,PAR,1,SV4 NON UI NOSCH,SILVER 120
SILVER,SV4 UIMTH SCH,[@12.0.42199629@][3][1246896440906]/26__SV4_UIMTH_SCH,Lincoln Square,0,SV4 UIMTH SCH,SILVER 2
ILLINI EVENING SUNDAY,I5 UISU,[@124.0.92263401@][1484328944432]/79__I5_UISU,Lincoln & Killarney,0,I5 UISU,[@124.0.92263401@]220N ILLINI 10
SILVER SATURDAY,SV1 UISA,[@12.0.44184681@][1250945403296]/88__SV1_UISA,Lincoln Square,0,SV1 UISA,130N SILVER WEEKEND 1
TEAL LATE NIGHT SATURDAY,T1 UISA,[@124.0.92275054@][1484344751044]/17__T1_UISA,Orchard Downs,0,T1 UISA,[@124.0.92275054@]120E TEAL LATE 13
TEAL SUNDAY,T2 UISU,[@124.0.92229742@][1484323714302]/65__T2_UISU,Illinois Terminal,1,T2 UISU,[@124.0.92229742@]12W TEAL WEEKEND 12
RED,R3 MF,[@14.0.56288404@][1][1302720941921]/6__R3_MF,Market Place,0,R3 MF,RED 1
SILVER SUNDAY,SV2 UISU,[@124.0.92281033@][1484346076492]/127__SV2_UISU,Lincoln Square,0,SV2 UISU,[@124.0.92281033@]SILVER WEEKEND 43
GREEN SUNDAY,GR3 NONUISU,[@124.0.92334988@][1484579202830]/28__GR3_NONUISU,Orchard Downs,0,GR3 NONUISU,[@124.0.92334988@]50E->PC
NAVY,N1 MF,[@124.0.103534744@][31][1510337405478]/11__N1_MF,Illinois Terminal,0,N1 MF,[@124.0.103534744@]2
ILLINI LIMITED,I2 NONUIMF,[@6.0.14327389@][1][1622146973960]/31__I2_NONUIMF,Lincoln & Killarney,0,I2 NONUIMF,[@6.0.14327389@]10
SILVER LIMITED SUNDAY,SV1 NONUISU,[@124.0.92241454@][1484326515007]/37__SV1_NONUISU,Lincoln Square,0,SV1 NONUISU,[@124.0.92241454@]4
YELLOW SATURDAY,Y1 NONUISA,[@15.0.63192124@][2][1338469240094]/24__Y1_NONUISA,Savoy Walmart,1,Y1 NONUISA,[@14.0.57766396@]100S
ILLINI LIMITED,I2 NONUIMF,[@6.0.14327389@][1][1622146833159]/20__I2_NONUIMF,Lincoln & Killarney,0,I2 NONUIMF,[@6.0.14327389@]21
GREY SUNDAY,GN2SU,[@2.0.85633657@][31][1463430303388]/20__GN2SU,Lincoln Square - Urbana Walmart,0,GN2SU,70E-WKND
BRONZE,BZ1 NOSCHMF,[@7.0.41201636@][3][1243611110703]/3__BZ1_NOSCHMF,Lincoln Square,0,BZ1 NOSCHMF,8E
TEAL SATURDAY,T1 NONUISA,[@12.0.44194660@][1250946648828]/149__T1_NONUISA,Orchard Downs,0,T1 NONUISA,12E TEAL WEEKEND 13
GREEN EVENING SATURDAY,GR2SA,[@124.0.92311676@][1484576395235]/8__GR2SA,Round Barn Road,1,GR2SA,[@124.0.92311676@]71
ORANGE,O3 MF,[@2.0.86175868@][1458585713139]/61__O3_MF,Butzow & Lierman,0,O3 MF,[@2.0.86175868@]7
GOLD,G1 MF,[@7.0.41203042@][3][1246639948750]/36__G1_MF,Eastern & Perkins,0,G1 MF,GOLD 89
GREEN SATURDAY,GN2 NONUISA,GN5SAT018__GN2_NONUISA,Orchard Downs,0,GN2 NONUISA,50E->PC
ILLINI EVENING SUNDAY,I3 UISU,[@124.0.92263401@][1484328944432]/357__I3_UISU,PAR,1,I3 UISU,[@124.0.92263401@]220S ILLINI 20
GREEN LATE NIGHT,GR3 UIMF,[@7.0.38112640@][4][1223989733515]/0__GR3_UIMF,Illinois Terminal,1,GR3 UIMF,50WLTNT->
ILLINI LIMITED,I1 NONUIMF,[@6.0.14327389@][2][1622151942711]/48__I1_NONUIMF,Transit Plaza,1,I1 NONUIMF,[@6.0.14327389@]14
YELLOW LATE NIGHT SATURDAY,Y2 UISA,[@124.0.92327957@][1484578220911]/71__Y2_UISA,Lot E-14,1,Y2 UISA,[@124.0.92327957@]100 LATE 3
TEAL SUNDAY,T1 UISU,[@124.0.92229742@][1484323714302]/66__T1_UISU,Illinois Terminal,1,T1 UISU,[@124.0.92229742@]TEAL WEEKEND 45
YELLOW EVENING SATURDAY,Y2 UISA,[@124.0.92247832@][1484327725398]/6__Y2_UISA,Savoy Walmart,1,Y2 UISA,[@124.0.92247832@]100S
YELLOW SUNDAY,Y5 NONUISU,[@124.0.92236898@][1484325332995]/2__Y5_NONUISU,Champaign Walmart,0,Y5 NONUISU,[@124.0.92236898@]Y1SATPO
ILLINI EVENING SATURDAY,I6 UISA,[@124.0.92260187@][1484328831455]/109__I6_UISA,PAR,1,I6 UISA,[@124.0.92260187@]220S ILLINI 20
ILLINI LIMITED,I1 NONUIMF,[@6.0.14327389@][1][1622146636148]/4__I1_NONUIMF,Lincoln & Killarney,0,I1 NONUIMF,[@6.0.14327389@]10
YELLOW EVENING,Y2 UIMF,[@15.0.63189138@][2][1338407799588]/12__Y2_UIMF,Savoy Walmart,1,Y2 UIMF,100S
SILVER,SV4 UIF SCH,[@12.0.42199629@][3][1246896590515]/41__SV4_UIF_SCH,Lincoln Square,0,SV4 UIF SCH,SILVER 2
SILVER,SV4 NON UI SCH,[@12.0.42199629@][3][1246905728609]/13__SV4_NON_UI_SCH,Lincoln Square,0,SV4 NON UI SCH,SILVER 2
TEAL SATURDAY,T1 UISA,[@12.0.44194660@][1250946648828]/33__T1_UISA,Illinois Terminal,1,T1 UISA,TEAL WEEKEND 16
BROWN,BB1 MF,[@2.0.80548152@][12][1425572286750]/19__BB1_MF,Parkland College,1,BB1 MF,[@15.0.61662606@]366
SILVER LIMITED SATURDAY,SV1 NONUISA,[@15.0.67916770@][2][1363721576832]/1__SV1_NONUISA,Transit Plaza,1,SV1 NONUISA,[@15.0.67916770@]3
GREY,GR1 MF NOSCH,2GR723.5__GR1_MF_NOSCH,Urbana Walmart,0,GR1 MF NOSCH,7E5THBRAD->
BRONZE,BZ2 WED,[@2.0.85635427@][31][1465336017002]/0__BZ2_WED,Yankee Ridge - Lincoln Square,0,BZ2 WED,[@2.0.80546279@]243
TEAL EVENING SATURDAY,T2 NONUISA,[@124.0.92279199@][1484345597711]/14__T2_NONUISA,Orchard Downs,0,T2 NONUISA,[@124.0.92279199@]TEAL EVENING 13
GOLD,G3 MF,[@4.0.3873581@][32][1597767639354]/0__G3_MF,Mattis & Devonshire,1,G3 MF,[@4.0.3873581@]1
BRONZE,T3 NON UI MF,[@7.0.41201636@][4][1243606400265]/3__T3_NON_UI_MF,Orchard Downs,1,T3 NON UI MF,8W BRONZE 5
ILLINI LIMITED SUNDAY,I2 UISU,[@6.0.14330187@][2][1622253008700]/52__I2_UISU,Transit Plaza,1,I2 UISU,[@124.0.92244155@]ILLINI LIMITED WEEKEND 845
GREY SATURDAY,GR3SA,[@15.0.73008535@][31][1401898680792]/11__GR3SA,Lincoln Square - Urbana Walmart,0,GR3SA,[@15.0.69172548@]1
ILLINI,I2 UIF,[@7.0.41200832@][2][1249401318109]/4__I2_UIF,PAR,1,I2 UIF,22S ILLINI 20
BRONZE,BZ2 WED,[@15.0.63192037@][3][1337952572408]/6__BZ2_WED,Yankee Ridge - Lincoln Square,0,BZ2 WED,[@15.0.63192037@]3
RUBY EVENING,O4 MF,[@15.0.64613606@][1][1339515184324]/83__O4_MF,Airport & Cunningham,0,O4 MF,[@15.0.64613606@]1
SILVER EVENING SUNDAY,SV1 UISU,[@124.0.92286725@][1484347296458]/10__SV1_UISU,Vet-Med,1,SV1 UISU,[@124.0.92286725@]130S SILVER EVENING 3
BRONZE,BZ2 SCH MTTF,[@14.0.51709163@][4][1277738462062]/2__BZ2_SCH_MTTF,Transit Plaza,1,BZ2 SCH MTTF,8W
SILVER LIMITED SATURDAY,SV1 NONUISA,[@15.0.67916770@][1][1363722440092]/54__SV1_NONUISA,Lincoln Square,0,SV1 NONUISA,[@15.0.67916770@]2
GOLD,G2 MF,[@7.0.41203042@][4][1246654890250]/3__G2_MF,Mattis & Devonshire,1,G2 MF,GOLD 424
ILLINI,I7 UIF,[@7.0.41200832@][2][1238430887312]/180__I7_UIF,PAR,1,I7 UIF,22S ILLINI 20
SILVER SUNDAY,SV1 UISU,[@124.0.92281033@][1484346076492]/75__SV1_UISU,Lincoln Square,0,SV1 UISU,[@124.0.92281033@]130N SILVER WEEKEND 1
SILVER,SV4 UIMTH SCH,[@12.0.42199629@][4][1246896833000]/88__SV4_UIMTH_SCH,PAR,1,SV4 UIMTH SCH,SILVER 120
GREENHOPPER,GNX5 MF,[@7.0.41101146@][4][1237929994234]/13__GNX5_MF,Springfield & Willis,1,GNX5 MF,[@15.0.68511981@]39
GREY,GR4 MF,[@15.0.68512430@][3][1368049248744]/18__GR4_MF,Urbana Walmart,0,GR4 MF,7E->LSG
SILVER LATE NIGHT,SV4 UIMTH SCH,[@12.0.42230752@][4][1246897581031]/21__SV4_UIMTH_SCH,PAR,1,SV4 UIMTH SCH,SILVER LATE 30
GREEN,GN7 NONUIMF,8GN506__GN7_NONUIMF,Main & Brady,0,GN7 NONUIMF,5E
SILVER,SV3 UI MF,[@12.0.42199629@][4][1246896960625]/99__SV3_UI_MF,PAR,1,SV3 UI MF,SILVER 120
RED SATURDAY,R1SA,20RED009__R1SA,Champaign Meijer,0,R1SA,20C->MP
SILVER,SV4 NON UI SCH,[@12.0.42199629@][4][1246896833000]/95__SV4_NON_UI_SCH,PAR,1,SV4 NON UI SCH,SILVER 120
BRONZE,BZ2 WED,[@14.0.51709163@][4][1277738462062]/2__BZ2_WED,Transit Plaza,1,BZ2 WED,8W
GREEN LATE NIGHT,GR3 UIMF,[@7.0.38112640@][4][1217017960328]/1__GR3_UIMF,Illinois Terminal,1,GR3 UIMF,50WLTNT->
SILVER,SV4 NON UI NOSCH,[@12.0.42199629@][3][1246896440906]/29__SV4_NON_UI_NOSCH,Lincoln Square,0,SV4 NON UI NOSCH,SILVER 2
LIME SUNDAY,LM2 SU,[@124.0.94415718@][12][1496267134824]/14__LM2_SU,YMCA,1,LM2 SU,[@15.0.74000704@]41
GREEN,GN9 NO SCH,5R518__GN9_NO_SCH,Lincoln Square,1,GN9 NO SCH,5WPM->LSE ONLY
SILVER SATURDAY,SV2 UISA,[@12.0.44184681@][1250945403296]/157__SV2_UISA,Lincoln Square,0,SV2 UISA,130N SILVER WEEKEND 1
GREEN SATURDAY,GN3 NONUISA,[@7.0.41202550@][4][1248703707921]/0__GN3_NONUISA,Round Barn Road,1,GN3 NONUISA,GREEN WEEKEND 44
BROWN,BA2 SCHMF,[@2.0.80548152@][11][1425506589356]/5__BA2_SCHMF,Parkland College,0,BA2 SCHMF,[@15.0.61662606@]1
YELLOWHOPPER,Y8 UIMF,[@6.0.14331263@][2][1622139849262]/67__Y8_UIMF,Lot E-14,1,Y8 UIMF,YELLOWHOPPER 26
SILVER LIMITED EVENING,SV2 NON UI,[@15.0.67924657@][1][1363725784899]/55__SV2_NON_UI,Lincoln Square,0,SV2 NON UI,[@15.0.67924657@]4
SILVER,SV2 NON UI,[@12.0.42199629@][4][1246896833000]/80__SV2_NON_UI,PAR,1,SV2 NON UI,SILVER 120
LAVENDER,L2 SCH MF,[@15.0.63192662@][1][1334087904078]/6__L2_SCH_MF,Champaign Walmart,0,L2 SCH MF,[@15.0.63192662@]3
SILVER EVENING SATURDAY,SV2 UISA,[@124.0.92284627@][1484347218447]/15__SV2_UISA,Vet-Med,1,SV2 UISA,[@124.0.92284627@]130S SILVER EVENING 3
TEAL,T3 NON UI MF,[@7.0.41893871@][3][1243541396687]/84__T3_NON_UI_MF,Orchard Downs,0,T3 NON UI MF,12E TEAL 13
ORANGE,O3 MF,[@2.0.86175868@][1458585713139]/75__O3_MF,Illinois Terminal,1,O3 MF,[@2.0.86175868@]70
GREENHOPPER,GN7 UIMTWR,[@15.0.73007704@][31][1403109664555]/0__GN7_UIMTWR,Washington & Lierman,0,GN7 UIMTWR,[@15.0.68511981@]91
ILLINI LIMITED SATURDAY,I1 NONIUSA,[@6.0.14330204@][1][1622384291845]/10__I1_NONIUSA,Lincoln & Killarney,0,I1 NONIUSA,[@6.0.14330204@]6
BLUE,B3 NOSCHMF,[@14.0.56288268@][3][1302634831873]/11__B3_NOSCHMF,Illinois Terminal,0,B3 NOSCHMF,BLUE 51
ILLINI LIMITED EVENING SATURDAY,I2  NONUISA,[@6.0.14330915@][2][1622384801956]/21__I2__NONUISA,Transit Plaza,1,I2  NONUISA,[@124.0.92348983@]ILLINI 845 315
ILLINI EVENING SATURDAY,I2   UISA,[@124.0.92260187@][1484328831455]/20__I2___UISA,PAR,1,I2   UISA,[@124.0.92260187@]220S ILLINI 20
ILLINI EVENING SATURDAY,I7 UISA,[@124.0.92260187@][1484328831455]/180__I7_UISA,PAR,1,I7 UISA,[@124.0.92260187@]220S ILLINI 20
GREY ALT,7E/5E SHOW PM MTTF,[@2.0.84907145@][1455575595497]/64__7E/5E_SHOW_PM_MTTF,Fifth & Beardsley,0,7E/5E SHOW PM MTTF,[@2.0.84907145@]1435
ILLINI EVENING,I5 UIF 1,[@7.0.41950648@][1244056065453]/82__I5_UIF_1,Lincoln & Killarney,0,I5 UIF 1,220N ILLINI 10
SILVER,SV3 UI MF,[@12.0.42199629@][3][1246896590515]/34__SV3_UI_MF,Lincoln Square,0,SV3 UI MF,SILVER 2
TEAL SATURDAY,T2 NONUISA,[@12.0.44194660@][1250946648828]/20__T2_NONUISA,Illinois Terminal,1,T2 NONUISA,TEAL WEEKEND 16
GREY EVENING,GR1 MF NOSCH,BA4-6__GR1_MF_NOSCH,Parkland College,1,GR1 MF NOSCH,70W
SILVER LIMITED SUNDAY,SV1 NONUISU,[@124.0.92241454@][1484326515007]/60__SV1_NONUISU,Transit Plaza,1,SV1 NONUISU,[@124.0.92241454@]5
YELLOW LATE NIGHT SUNDAY,Y5 UISU,[@124.0.92330667@][1484578259855]/54__Y5_UISU,Lot E-14,1,Y5 UISU,[@124.0.92330667@]100SLTNT->
SILVER,SV2 UI MF,[@12.0.42199629@][3][1246896440906]/12__SV2_UI_MF,Lincoln Square,0,SV2 UI MF,SILVER 2
GREEN SUNDAY,GN4 SU,[@124.0.92334988@][1484579202830]/91__GN4_SU,Round Barn Road,1,GN4 SU,[@124.0.92334988@]219
ILLINI LIMITED,I2 NONUIMF,[@6.0.14327389@][2][1622151633960]/40__I2_NONUIMF,Transit Plaza,1,I2 NONUIMF,[@6.0.14327389@]15
GREEN,GN2 MF,2GN544__GN2_MF,Round Barn Road - Holiday Park,1,GN2 MF,5WPMLSE->IT
ILLINI LIMITED SATURDAY,I2  NONUISA,[@6.0.14330204@][2][1622818946691]/0__I2__NONUISA,Transit Plaza,1,I2  NONUISA,GR2PO
LINK,LN2 MF,[@6.0.15252684@][1][1622671552500]/23__LN2_MF,University and Wright,0,LN2 MF,[@6.0.15252684@]1
ILLINI LIMITED SUNDAY,I2 NONUISU,[@6.0.14330187@][2][1622253008700]/46__I2_NONUISU,Transit Plaza,1,I2 NONUISU,[@124.0.92244155@]ILLINI LIMITED WEEKEND 845
RED,R3 MF,[@14.0.56288404@][2][1303316609562]/10__R3_MF,Myra Ridge - Lincoln Square,1,R3 MF,RED 9
BLUE,B2 MF,[@14.0.56288268@][3][1302634831873]/5__B2_MF,Illinois Terminal,0,B2 MF,BLUE 51
BRONZE,BZ1 NOSCHMF,[@7.0.41201636@][3][1243611110703]/1__BZ1_NOSCHMF,Lincoln Square,0,BZ1 NOSCHMF,8E
ILLINI EVENING,I8 UIF,[@7.0.41950648@][1244056065453]/119__I8_UIF,Lincoln & Killarney,0,I8 UIF,220N ILLINI 10
TEAL LATE NIGHT SUNDAY,T2 UISU,[@124.0.92276155@][1484344792164]/82__T2_UISU,Illinois Terminal,1,T2 UISU,[@124.0.92276155@]120W TEAL LATE 12
SILVER EVENING SATURDAY,SV2 UISA,[@124.0.92284627@][1484347218447]/1__SV2_UISA,Vet-Med,1,SV2 UISA,[@124.0.92284627@]130S SILVER EVENING 3
GREEN SUNDAY,GR2 SU,[@124.0.92334988@][1484579202830]/84__GR2_SU,Round Barn Road,1,GR2 SU,[@124.0.92334988@]219
TEAL SATURDAY,T1 UISA,[@12.0.44194660@][1250946648828]/9__T1_UISA,Illinois Terminal,1,T1 UISA,TEAL WEEKEND 16
LIME EVENING SATURDAY,LM2SA,[@124.0.94417146@][12][1496419670340]/10__LM2SA,Round Barn Road,1,LM2SA,[@124.0.92254999@]43
SILVER SUNDAY,SV2 UISU,[@124.0.92281033@][1484346076492]/83__SV2_UISU,Lincoln Square,0,SV2 UISU,[@124.0.92281033@]130N SILVER WEEKEND 1
SILVER LATE NIGHT,SV4 UIF SCH,[@12.0.42230752@][4][1246897567828]/17__SV4_UIF_SCH,PAR,1,SV4 UIF SCH,130S SILVER LATE 3
GREENHOPPER,GNX5 MF,[@7.0.41101146@][4][1237930167062]/30__GNX5_MF,Parkland College,1,GNX5 MF,5W HOPPER 81
BROWN,BB1 MF,[@15.0.61662606@][20][1329164103357]/3__BB1_MF,Parkland College,1,BB1 MF,[@15.0.61662606@]591
LAVENDER,L2 SCH MF,[@15.0.63192662@][2][1334601002186]/17__L2_SCH_MF,Illinois Terminal,1,L2 SCH MF,LAVENDER 2
ILLINI LIMITED,I1 NONUIMF,[@6.0.14327389@][1][1622146809102]/11__I1_NONUIMF,Lincoln & Killarney,0,I1 NONUIMF,[@6.0.14327389@]10
ILLINI LIMITED SATURDAY,I1 NONIUSA,[@6.0.14330204@][1][1622384291845]/24__I1_NONIUSA,Lincoln & Killarney,0,I1 NONIUSA,[@6.0.14330204@]6
GREEN SATURDAY,GR3SA,[@7.0.41202550@][4][1248702580375]/0__GR3SA,Round Barn Road,1,GR3SA,[@15.0.68513015@]219
SILVER LIMITED SATURDAY,SV1 NONUISA,[@15.0.67916770@][2][1363721676269]/33__SV1_NONUISA,Transit Plaza,1,SV1 NONUISA,[@15.0.67916770@]3
YELLOWHOPPER,Y8 UIMF,[@6.0.14331263@][1][1622139626848]/15__Y8_UIMF,Illinois Terminal,0,Y8 UIMF,YELLOWHOPPER 23
